page,country,rev_id,Population,prediction
Ek Yi Oun,Cambodia,786826707.0,15497000.0,Stub
Lu Laysreng,Cambodia,787016670.0,15497000.0,Stub
Math Ly,Cambodia,787260537.0,15497000.0,Stub
Chem Widhya,Cambodia,787978108.0,15497000.0,Start
Pa Socheatvong,Cambodia,788070748.0,15497000.0,Stub
Governor of Phnom Penh,Cambodia,788070776.0,15497000.0,Stub
Son Sen,Cambodia,788368060.0,15497000.0,C
Pen Sovan,Cambodia,788398926.0,15497000.0,Start
Sak Sutsakhan,Cambodia,788540352.0,15497000.0,C
Amath Yashya,Cambodia,788758065.0,15497000.0,Stub
Tong Siv Eng,Cambodia,788799479.0,15497000.0,Stub
Norodom Chakrapong,Cambodia,788905950.0,15497000.0,GA
Prak Sokhon,Cambodia,790023943.0,15497000.0,Start
Khieu Samphan,Cambodia,792012094.0,15497000.0,C
Sisowath Sirik Matak,Cambodia,792274582.0,15497000.0,C
Sam Sary,Cambodia,792556486.0,15497000.0,Start
Tou Samouth,Cambodia,792731504.0,15497000.0,Start
Yun Yat,Cambodia,793218721.0,15497000.0,Stub
Khieu Ponnary,Cambodia,793723115.0,15497000.0,Start
Cham Prasidh,Cambodia,793746447.0,15497000.0,Start
Ung Huot,Cambodia,794239262.0,15497000.0,Start
Veng Sereyvuth,Cambodia,794714434.0,15497000.0,Stub
Ieng Mouly,Cambodia,795214039.0,15497000.0,Stub
Pou Sothirak,Cambodia,796696955.0,15497000.0,Stub
Chea Sim,Cambodia,797224256.0,15497000.0,C
Hu Nim,Cambodia,797444265.0,15497000.0,C
Sim Var,Cambodia,797618265.0,15497000.0,Start
Bin Chhin,Cambodia,797673057.0,15497000.0,Stub
Sim Ka,Cambodia,798039997.0,15497000.0,Stub
Hou Yuon,Cambodia,798241496.0,15497000.0,C
Phiset Phanit,Cambodia,799124051.0,15497000.0,Stub
Norodom Sihanouk,Cambodia,799302232.0,15497000.0,FA
Pao Ham Phan,Cambodia,799453681.0,15497000.0,Stub
Heng Samrin,Cambodia,799719505.0,15497000.0,Start
Kang Kek Iew,Cambodia,799772448.0,15497000.0,C
Leng Ngeth,Cambodia,800087187.0,15497000.0,Stub
Spouse of the Prime Minister of Cambodia,Cambodia,800348414.0,15497000.0,Stub
Nhiek Tioulong,Cambodia,801079233.0,15497000.0,Start
Keo Puth Rasmey,Cambodia,801523347.0,15497000.0,Stub
Khem Veasna,Cambodia,802456666.0,15497000.0,C
Tea Banh,Cambodia,802643748.0,15497000.0,Start
Ieng Sary,Cambodia,802839704.0,15497000.0,C
Son Ngoc Minh,Cambodia,803084525.0,15497000.0,Start
List of monarchs of Cambodia,Cambodia,803230439.0,15497000.0,C
Ran Serey Leakhena,Cambodia,803481048.0,15497000.0,Stub
Lon Non,Cambodia,803936929.0,15497000.0,C
Lon Nil,Cambodia,803936986.0,15497000.0,Start
Mu Sochua,Cambodia,804631223.0,15497000.0,C
Penn Nouth,Cambodia,804717865.0,15497000.0,Start
Hang Chuon Naron,Cambodia,804785628.0,15497000.0,Start
Hong Sun Huot,Cambodia,805459200.0,15497000.0,Stub
Sam Rainsy,Cambodia,805740662.0,15497000.0,C
Nuon Chea,Cambodia,805876135.0,15497000.0,C
Kao Kim Hourn,Cambodia,805905770.0,15497000.0,B
Ieng Thirith,Cambodia,806833311.0,15497000.0,C
Chau Sen Cocsal Chhum,Cambodia,806931313.0,15497000.0,C
Sar Kheng,Cambodia,806997998.0,15497000.0,GA
Aun Pornmoniroth,Cambodia,807003284.0,15497000.0,Start
Lon Nol,Cambodia,807025761.0,15497000.0,GA
Robert Douglas Cook,Canada,401577829.0,38190000.0,Stub
List of Canadian incumbents by year,Canada,477962574.0,38190000.0,Stub
List of 2009 Canadian incumbents,Canada,632008524.0,38190000.0,Start
Rossy Barbour,Canada,653527941.0,38190000.0,Stub
Les Scheininger,Canada,667821864.0,38190000.0,C
Patrick Canning,Canada,667873261.0,38190000.0,Start
Gerald Hill (politician),Canada,670917017.0,38190000.0,Stub
John R. O'Dea,Canada,670971940.0,38190000.0,Stub
Samuel J. Hefferton,Canada,671122320.0,38190000.0,Start
Alexander Dunphy,Canada,676610041.0,38190000.0,Stub
Gordon Dawe,Canada,676612108.0,38190000.0,Stub
Paul Thoms,Canada,676732644.0,38190000.0,Stub
Frederick B. Rowe,Canada,676734572.0,38190000.0,Stub
Allan Evans (politician),Canada,676782180.0,38190000.0,Stub
Luke Woodrow,Canada,676947124.0,38190000.0,Stub
William G. Patterson,Canada,677094551.0,38190000.0,Stub
Freeman White (politician),Canada,677724847.0,38190000.0,Stub
William J. MacNeil,Canada,677769770.0,38190000.0,Stub
John Collins (Canadian politician),Canada,679623758.0,38190000.0,Stub
Barry Hynes,Canada,680618797.0,38190000.0,Stub
Brendan Howard,Canada,684050793.0,38190000.0,Stub
Wilson Callan,Canada,684903534.0,38190000.0,Stub
Rod Moores,Canada,684903869.0,38190000.0,Stub
List of 2010 Canadian incumbents,Canada,688697227.0,38190000.0,Start
Harold Collins (Canadian politician),Canada,690205437.0,38190000.0,Stub
Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234.0,38190000.0,Stub
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739.0,38190000.0,Stub
David John Rankin,Canada,703226576.0,38190000.0,Stub
Robert Melville Smith,Canada,704136762.0,38190000.0,Stub
Myra Freeman,Canada,704516768.0,38190000.0,Start
Evelyn Shannon,Canada,705247791.0,38190000.0,Stub
George Little (Manitoba politician),Canada,705386024.0,38190000.0,Stub
Michael Rojeski,Canada,705436088.0,38190000.0,Stub
Gudmundur Fjelsted,Canada,705539849.0,38190000.0,Stub
Samuel Fletcher,Canada,705547266.0,38190000.0,Stub
John Crane (Canadian politician),Canada,706430270.0,38190000.0,Stub
Milton Peach,Canada,706597779.0,38190000.0,Stub
Claude Sheppard,Canada,706758502.0,38190000.0,Stub
Don Hollett,Canada,706934829.0,38190000.0,Stub
Art Reid,Canada,706942745.0,38190000.0,Stub
David Secord,Canada,707172907.0,38190000.0,Stub
Wally Firth,Canada,707297623.0,38190000.0,Stub
William R. Smallwood,Canada,707632311.0,38190000.0,Stub
C. Maxwell Lane,Canada,707684781.0,38190000.0,Stub
Charles Poulin,Canada,708179175.0,38190000.0,Stub
Francis Badgley (merchant),Canada,708885126.0,38190000.0,Stub
Michel Sikyea,Canada,708967094.0,38190000.0,Start
List of 2003 Canadian incumbents,Canada,709329316.0,38190000.0,Start
List of 2004 Canadian incumbents,Canada,709329425.0,38190000.0,Start
List of 2002 Canadian incumbents,Canada,709407679.0,38190000.0,Start
List of 2001 Canadian incumbents,Canada,709407789.0,38190000.0,Start
List of 2000 Canadian incumbents,Canada,709408821.0,38190000.0,Start
List of 1999 Canadian incumbents,Canada,709408830.0,38190000.0,Start
List of 1998 Canadian incumbents,Canada,709408965.0,38190000.0,Start
Sonnee Cohen,Canada,709455764.0,38190000.0,Start
List of 1997 Canadian incumbents,Canada,709491780.0,38190000.0,Start
List of 1996 Canadian incumbents,Canada,709492005.0,38190000.0,Start
List of 1995 Canadian incumbents,Canada,709492007.0,38190000.0,Start
List of 1994 Canadian incumbents,Canada,709492025.0,38190000.0,Start
List of 1992 Canadian incumbents,Canada,709492105.0,38190000.0,Start
List of 1991 Canadian incumbents,Canada,709492467.0,38190000.0,Start
List of 1990 Canadian incumbents,Canada,709492558.0,38190000.0,Start
List of 2005 Canadian incumbents,Canada,709519440.0,38190000.0,Start
Cyril Keeper,Canada,710575028.0,38190000.0,C
Adam Aptowitzer,Canada,710619647.0,38190000.0,Stub
Yvon Picotte,Canada,710753764.0,38190000.0,Start
James Atebe,Canada,711104781.0,38190000.0,Start
List of 2007 Canadian incumbents,Canada,711603471.0,38190000.0,Start
Thomas Barnaby,Canada,712417981.0,38190000.0,Stub
Mark Evaloarjuk,Canada,712579431.0,38190000.0,Start
Jacques Bizard,Canada,712601441.0,38190000.0,Stub
Lawrence Martin (musician),Canada,712973728.0,38190000.0,C
Denis Viger,Canada,713249389.0,38190000.0,Stub
Aidan Maloney,Canada,713981300.0,38190000.0,Stub
Grafton Njootli,Canada,714172218.0,38190000.0,Stub
William Albert Boucher,Canada,714722019.0,38190000.0,Start
Marvin Gelber,Canada,715055224.0,38190000.0,Stub
Robert Robertson (politician),Canada,715359989.0,38190000.0,Stub
Maxime Lépine,Canada,716489196.0,38190000.0,Stub
Ambroise-Dydime Lépine,Canada,716690197.0,38190000.0,Stub
W. Garfield Case,Canada,716908156.0,38190000.0,B
Guy Williams (politician),Canada,716924009.0,38190000.0,Stub
May Birchard,Canada,716960979.0,38190000.0,Start
William Todd (1803–1873),Canada,717061600.0,38190000.0,Stub
Albert Planta,Canada,717154850.0,38190000.0,Stub
Jacques Viger (Member of the Assembly),Canada,717397656.0,38190000.0,Stub
Alexander Kennedy Isbister,Canada,717547859.0,38190000.0,Stub
Stuart Lyon Smith,Canada,717897492.0,38190000.0,Start
Michel Bénard,Canada,718265809.0,38190000.0,Stub
Maurice Laframboise,Canada,718852428.0,38190000.0,Start
James Isbister,Canada,719597828.0,38190000.0,Start
Jean-Charles Chapais,Canada,719598088.0,38190000.0,Start
List of 1993 Canadian incumbents,Canada,720131548.0,38190000.0,Start
List of 1989 Canadian incumbents,Canada,720131554.0,38190000.0,Start
List of 1988 Canadian incumbents,Canada,720131559.0,38190000.0,Start
List of 2008 Canadian incumbents,Canada,720133136.0,38190000.0,Start
John Judah Glass,Canada,720256444.0,38190000.0,Start
List of 1867 Canadian incumbents,Canada,721006116.0,38190000.0,Stub
Lazarus Phillips,Canada,721093245.0,38190000.0,Start
Samuel Hume Blake,Canada,721792566.0,38190000.0,Stub
Gilles Houde,Canada,722043055.0,38190000.0,Stub
Brenda Paris,Canada,723148572.0,38190000.0,C
Henry Judah,Canada,723249393.0,38190000.0,Stub
Rupert Bartlett,Canada,723252411.0,38190000.0,Stub
Peter Bercovitch,Canada,723253555.0,38190000.0,Start
Maurice Hartt,Canada,723253656.0,38190000.0,Start
Jerome Dinn,Canada,723271862.0,38190000.0,Stub
Tom Hickey (politician),Canada,723348093.0,38190000.0,Start
Myles Murray,Canada,723377038.0,38190000.0,Stub
Frederick Langdon Hubbard,Canada,723694660.0,38190000.0,Stub
Stephen Wallace (public servant),Canada,724068863.0,38190000.0,Stub
Harry Blank,Canada,724678615.0,38190000.0,Start
Hubert Kitchen,Canada,725395350.0,38190000.0,Stub
Uriah Strickland,Canada,725401345.0,38190000.0,Stub
Aubrey Gover,Canada,725401404.0,38190000.0,Stub
Alec Moores,Canada,725403647.0,38190000.0,Stub
Eugene Hiscock,Canada,725404809.0,38190000.0,Stub
H.R.V. Earle,Canada,725409378.0,38190000.0,Stub
Glenn Tobin,Canada,725417107.0,38190000.0,Stub
W. George Cross,Canada,726662002.0,38190000.0,Stub
François Beaulieu II,Canada,728457018.0,38190000.0,C
Alexander Macdonell of Greenfield,Canada,729104207.0,38190000.0,Stub
Steve Owens (politician),Canada,729767652.0,38190000.0,Start
Howard McCurdy,Canada,730002481.0,38190000.0,Start
Jeremy Akerman,Canada,730706462.0,38190000.0,C
Office-holders of Canada,Canada,730830430.0,38190000.0,Start
Louis Singer,Canada,733451024.0,38190000.0,Start
Edward Whelan (Canadian politician),Canada,734484063.0,38190000.0,Start
Wilfred McDonald,Canada,734799659.0,38190000.0,Start
Kevin Parsons Sr.,Canada,735721150.0,38190000.0,Stub
Hugh Twomey,Canada,735809835.0,38190000.0,Start
Alexander Grant Dallas,Canada,736826045.0,38190000.0,Stub
John L. Brown (Ontario politician),Canada,737118230.0,38190000.0,Stub
Jean Baptiste Wilkie,Canada,738242188.0,38190000.0,Start
Stanley Hall (politician),Canada,738943928.0,38190000.0,Stub
Samuel Genest,Canada,739134923.0,38190000.0,Start
David Berger (Canadian politician),Canada,740276158.0,38190000.0,Start
David Rotenberg,Canada,740276869.0,38190000.0,C
Aubrey Senior,Canada,740441527.0,38190000.0,Stub
Neil Fraser (civil servant),Canada,740482412.0,38190000.0,Stub
Thomas McKay (Northwest Territories politician),Canada,740863576.0,38190000.0,Start
Peter Fraser (Northwest Territories politician),Canada,740863717.0,38190000.0,Stub
Ron Ghitter,Canada,741266718.0,38190000.0,Start
Esau Schafer,Canada,742618365.0,38190000.0,Stub
Michael S. Martin,Canada,742989409.0,38190000.0,Stub
Wayne Jim,Canada,743342114.0,38190000.0,Stub
William Angus Dickson,Canada,743352732.0,38190000.0,Stub
James Laxer,Canada,743802406.0,38190000.0,Start
Robert Duncan Wilmot,Canada,743934426.0,38190000.0,Start
William Steeves,Canada,744260793.0,38190000.0,Start
List of Canadian ministries,Canada,744493549.0,38190000.0,Start
John Hamilton Gray (New Brunswick politician),Canada,744724453.0,38190000.0,Start
Lawrence Armstrong,Canada,744726413.0,38190000.0,Start
Peter Mitchell (politician),Canada,744887895.0,38190000.0,Start
George Benjamin (Orangeman),Canada,745111909.0,38190000.0,Start
Jean Alfred,Canada,745448033.0,38190000.0,Start
Moe Mantha Sr.,Canada,745453138.0,38190000.0,Start
Samuel Factor (Canadian politician),Canada,745678622.0,38190000.0,Start
Leon Crestohl,Canada,746467178.0,38190000.0,Start
Frederick E. Harrison,Canada,746471129.0,38190000.0,Start
Solomon Hart Green,Canada,746727879.0,38190000.0,Start
George T. Marsh,Canada,746891841.0,38190000.0,Stub
J. A. McCaul,Canada,746916216.0,38190000.0,Stub
John O'Neill (Canadian politician),Canada,747526324.0,38190000.0,Start
George Coles (politician),Canada,748140172.0,38190000.0,Start
John William Ritchie,Canada,749483611.0,38190000.0,Stub
Mickey Hennessy,Canada,749552058.0,38190000.0,Start
Jeff Rose,Canada,750062937.0,38190000.0,Start
Jacob Æmilius Irving,Canada,750436001.0,38190000.0,Start
John N. Anderson,Canada,751176274.0,38190000.0,Stub
Arthur S. Mifflin,Canada,751807970.0,38190000.0,Stub
Wallace House (politician),Canada,751987164.0,38190000.0,Start
Ernie Tate,Canada,752068111.0,38190000.0,Start
Yvon Dumont,Canada,753367995.0,38190000.0,C
James Cockburn (politician),Canada,753379799.0,38190000.0,Start
Firmin Monestime,Canada,755386512.0,38190000.0,Start
Elmer Knutson,Canada,756279684.0,38190000.0,Start
Ray Kingsmith,Canada,756291644.0,38190000.0,Start
David Smith (Quebec politician),Canada,756551426.0,38190000.0,Stub
Frantz Benjamin,Canada,756552638.0,38190000.0,Stub
Irving Gerstein,Canada,756554677.0,38190000.0,Start
Jonathan Valois,Canada,756555976.0,38190000.0,Stub
Leo Kolber,Canada,756556561.0,38190000.0,Start
Ovid Jackson,Canada,756558693.0,38190000.0,Stub
Richard Marceau,Canada,756570254.0,38190000.0,Start
Russell Copeman,Canada,756570822.0,38190000.0,Start
Yoine Goldstein,Canada,756572403.0,38190000.0,Start
Keith Goulet,Canada,756574108.0,38190000.0,Stub
Ovide Alakannuark,Canada,756585976.0,38190000.0,Stub
Ron Elliott (politician),Canada,756585982.0,38190000.0,Stub
David Iqaqrialu,Canada,756585983.0,38190000.0,Stub
Patterk Netser,Canada,756585988.0,38190000.0,Stub
Donald Havioyak,Canada,756585989.0,38190000.0,Stub
Kevin O'Brien (Nunavut politician),Canada,756585996.0,38190000.0,Start
Samuel Nuqingaq,Canada,756585998.0,38190000.0,Start
Daniel Shewchuk,Canada,756585999.0,38190000.0,Stub
Hezakiah Oshutapik,Canada,756586002.0,38190000.0,Stub
David Chudnovsky (politician),Canada,756587157.0,38190000.0,Start
Doug Oldford,Canada,756587370.0,38190000.0,Stub
Kevin Menicoche,Canada,756588884.0,38190000.0,Stub
Lindsay Blackett,Canada,756588999.0,38190000.0,Start
Stelman Flynn,Canada,756591021.0,38190000.0,Stub
Anita Neville,Canada,756764820.0,38190000.0,Start
Erminie Cohen,Canada,756793754.0,38190000.0,Start
Monique Richard,Canada,756827167.0,38190000.0,Stub
Vivian Barbot,Canada,756833298.0,38190000.0,Start
Walt Secord,Canada,756994842.0,38190000.0,Stub
Esther Shiner,Canada,757340941.0,38190000.0,B
Peter Kilabuk,Canada,757841167.0,38190000.0,Stub
Steve Mantis,Canada,758196830.0,38190000.0,C
Thomas Malone (politician),Canada,758368304.0,38190000.0,Start
Pierre Sévigny,Canada,758498194.0,38190000.0,Start
Vance Badawey,Canada,758814005.0,38190000.0,Start
Joseph Cohen,Canada,759068429.0,38190000.0,Stub
Edward Barron Chandler,Canada,759216527.0,38190000.0,Start
Christin Milloy,Canada,759365933.0,38190000.0,Start
Gerry Organ,Canada,759441852.0,38190000.0,Stub
Jobie Nutarak,Canada,760183672.0,38190000.0,Stub
Cuthbert Grant,Canada,760716476.0,38190000.0,C
Samuel Leonard Tilley,Canada,760733809.0,38190000.0,C
Norman Yakeleya,Canada,761104451.0,38190000.0,Stub
Edward Palmer (Canadian politician),Canada,761604965.0,38190000.0,Start
André-Gilles Fortin,Canada,761630386.0,38190000.0,Stub
Stanley G. Grizzle,Canada,761737356.0,38190000.0,Start
Janine Krieber,Canada,762182031.0,38190000.0,Start
J. Trevor Morgan,Canada,763591385.0,38190000.0,Stub
Robert B. Dickey,Canada,763667690.0,38190000.0,Start
Elizabeth Ball,Canada,764121172.0,38190000.0,Start
Edgar Leduc,Canada,764210531.0,38190000.0,C
Eric Berntson,Canada,764319651.0,38190000.0,Start
Alvin Curling,Canada,764712203.0,38190000.0,C
Charles Nolin,Canada,764751927.0,38190000.0,Stub
Don Luzzi,Canada,764911059.0,38190000.0,Start
Moses Appaqaq,Canada,764967572.0,38190000.0,Stub
Laurier LaPierre,Canada,765860301.0,38190000.0,Start
Thomas McNabb,Canada,765882998.0,38190000.0,Stub
Richard Kroft,Canada,766192534.0,38190000.0,Start
William Cecil Ross,Canada,766256645.0,38190000.0,Start
John Christian Schultz,Canada,766314013.0,38190000.0,C
Lawrence Bergman,Canada,766389101.0,38190000.0,Start
Saul Polo,Canada,766438067.0,38190000.0,Stub
Marc Tanguay,Canada,766439638.0,38190000.0,Stub
Henri Bourassa,Canada,766910246.0,38190000.0,C
Kathryn Cholette,Canada,767393654.0,38190000.0,Stub
Marie Tifo,Canada,768559614.0,38190000.0,Start
Scott Reid (Newfoundland and Labrador politician),Canada,768764874.0,38190000.0,Stub
David Shepherd (Canadian politician),Canada,768786587.0,38190000.0,Stub
Bob Lagassé,Canada,768810456.0,38190000.0,Stub
Amanda Lathlin,Canada,768814794.0,38190000.0,Stub
Frederick Blake Jr.,Canada,768862415.0,38190000.0,Stub
Alfred Moses (politician),Canada,768863547.0,38190000.0,Stub
Cory Vanthuyne,Canada,768864228.0,38190000.0,Stub
Pat Angnakak,Canada,768958236.0,38190000.0,Stub
Tony Akoak,Canada,768958283.0,38190000.0,Stub
Joe Enook,Canada,768958879.0,38190000.0,Stub
David Joanasie,Canada,768959104.0,38190000.0,Stub
Pauloosie Keyootak,Canada,768959229.0,38190000.0,Start
George Kuksuk,Canada,768959407.0,38190000.0,Stub
Johnny Mike,Canada,768960023.0,38190000.0,Stub
Simeon Mikkungwak,Canada,768960087.0,38190000.0,Stub
Emilino Qirngnuq,Canada,768961961.0,38190000.0,Stub
Paul Quassa,Canada,768962064.0,38190000.0,Stub
Alexander Sammurtok,Canada,768962738.0,38190000.0,Stub
Tom Sammurtok,Canada,768962880.0,38190000.0,Stub
Joe Savikataaq,Canada,768963019.0,38190000.0,Stub
Isaac Shooyook,Canada,768963083.0,38190000.0,Stub
Robert Laxer,Canada,769536250.0,38190000.0,Start
Bev Buckway,Canada,769701399.0,38190000.0,Stub
John A. Carter (Newfoundland politician),Canada,769801452.0,38190000.0,Stub
Alexis Wawanoloath,Canada,769892952.0,38190000.0,Stub
John Mercer Johnson,Canada,770180303.0,38190000.0,Start
George Qulaut,Canada,770539254.0,38190000.0,Stub
James Chalker,Canada,770622467.0,38190000.0,Start
Peter Hyndman,Canada,770666386.0,38190000.0,Stub
Angus McKay (Manitoba politician),Canada,771125401.0,38190000.0,Start
Burr Plato,Canada,771126667.0,38190000.0,Stub
John Nuraney,Canada,771816793.0,38190000.0,Start
Patrick Wong,Canada,771816909.0,38190000.0,Stub
Greg Fergus,Canada,772074757.0,38190000.0,Start
Moe Sihota,Canada,772143645.0,38190000.0,C
Christian Dubé (politician),Canada,773033470.0,38190000.0,Stub
William Alexander Henry,Canada,773670195.0,38190000.0,Start
Raymond Guy,Canada,773730196.0,38190000.0,Stub
Anne Cools,Canada,773794183.0,38190000.0,Start
William Henry Pope (Canadian politician),Canada,773944289.0,38190000.0,Start
Hugh McFadyen,Canada,774081975.0,38190000.0,B
Betty Baxter,Canada,774113266.0,38190000.0,Start
Jeremiah Travis,Canada,774219529.0,38190000.0,Stub
Sonya Biddle,Canada,774339307.0,38190000.0,C
Rick Folk,Canada,774554017.0,38190000.0,Start
Paul Delorey,Canada,775052908.0,38190000.0,Start
Jackson Lafferty,Canada,775788320.0,38190000.0,Stub
Neil Windsor,Canada,776202179.0,38190000.0,Stub
Samuel Rothschild,Canada,776216624.0,38190000.0,Start
Jean-Serge Brisson,Canada,776335254.0,38190000.0,C
David Wells (politician),Canada,776738317.0,38190000.0,Stub
Joseph Markin,Canada,776860106.0,38190000.0,C
Joseph Nolin,Canada,777521501.0,38190000.0,Stub
Jules Marion,Canada,777758793.0,38190000.0,Stub
Julie Dabrusin,Canada,777783696.0,38190000.0,Start
James W. Douglas,Canada,778052470.0,38190000.0,Stub
Terry Cavanagh (politician),Canada,778444272.0,38190000.0,C
Jose Kusugak,Canada,778689553.0,38190000.0,Start
Jerry Grafstein,Canada,779401546.0,38190000.0,C
Clyde Brown,Canada,779756954.0,38190000.0,Stub
Honoré Mercier,Canada,780233998.0,38190000.0,C
Leonard Marchand,Canada,780292774.0,38190000.0,C
John Ritchie (merchant),Canada,781221633.0,38190000.0,Stub
Kenny Blatchford,Canada,781735656.0,38190000.0,Start
Tyrone Benskin,Canada,781752285.0,38190000.0,C
Wendy Priesnitz,Canada,781861722.0,38190000.0,Stub
Tom Shypitka,Canada,782131917.0,38190000.0,Stub
Alexandre Bourdeau,Canada,782158388.0,38190000.0,Stub
Yvonne Atwell,Canada,782556135.0,38190000.0,Start
Gordon H. Fitzgerald,Canada,782557871.0,38190000.0,Start
Gordon Earle,Canada,782791446.0,38190000.0,Start
List of 1987 Canadian incumbents,Canada,782868134.0,38190000.0,Start
List of 1986 Canadian incumbents,Canada,782883488.0,38190000.0,Start
List of 1981 Canadian incumbents,Canada,782883737.0,38190000.0,Start
List of 1982 Canadian incumbents,Canada,782884363.0,38190000.0,Start
